OTUID	P6S2T2	P2S1T2	P3S1T3	P5S1T3	P6S2T3	P3S1T2	P1S2T3	P3S2T2	P5S2T1	P3S2T1	P2S1T1	P3S2T3	P5S2T2	P1S1T1	P4S1T3	P2S1T3	P4S1T1	P5S2T3	P1S1T2	P4S2T1	P2S2T1	P4S1T2	P6S1T2	P1S1T3	P4S2T3	P2S2T2	P4S2T2	P6S1T3	P1S2T1	P6S1T1	P2S2T3	P5S1T1	P6S2T1	P1S2T2	P3S1T1	P5S1T2	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
otu57	1	0	7	1	0	0	8	14	5	2	1	12	14	10	0	2	16	0	4	13	10	0	0	10	0	5	6	0	15	0	0	0	13	1	8	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Capronia__Capronia epimyces	Capronia	13	Symbiotroph	Endophyte	Facultative Yeast	NULL	Highly Probable	Dark Septate Endophyte, known from plant roots.	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu94	0	2	0	10	8	2	0	10	4	3	0	2	7	10	0	6	8	6	0	1	8	14	9	7	18	0	8	0	5	2	15	1	0	10	1	0	Eukaryota__Basidiomycota__Tremellomycetes__Tremellales__Tremellaceae__Tremella__Tremella mesenterica	-	-	-	-	-	-	-	Unassigned	-
otu149	0	0	3	0	0	5	4	0	0	0	0	5	2	0	10	0	14	3	0	15	11	0	0	18	25	8	12	4	0	0	12	0	0	3	12	2	Eukaryota__Ascomycota__Sordariomycetes__Togniniales__Togniniaceae__Phaeoacremonium__Phaeoacremonium minimum	Phaeoacremonium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu89	1	6	3	1	3	13	3	5	0	8	1	18	6	4	0	6	6	0	8	3	1	20	11	3	3	4	5	4	7	3	5	5	0	0	0	2	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Fonsecaea__Fonsecaea monophora	Fonsecaea	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Dimorphic Yeast	NULL	Probable	Fonsecaea pedrosoi is soil-borne and the major etiological agent of chromoblastomycosis, a chronic disease that can affect immunocompetent hosts (Cunha et al. 2010)	b'Cunha MML, et al. 2010 ((https://doi.org/10.1186/1471-2180-10-80)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
otu29	4	6	10	7	5	5	2	7	5	0	0	7	8	5	1	1	1	3	11	0	0	0	2	21	9	11	3	0	0	1	1	9	4	0	7	6	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Penicillium__Penicillium expansum	Penicillium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Highly Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu166	0	0	0	12	0	10	0	0	0	1	0	16	0	20	0	22	0	0	0	0	18	15	0	0	0	9	23	0	0	0	0	0	0	0	0	16	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus terreus	-	-	-	-	-	-	-	Unassigned	-
otu51	3	9	0	1	2	2	1	36	12	1	1	23	0	0	11	12	0	0	1	11	0	0	13	0	5	8	1	0	0	0	1	0	0	0	0	0	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Nectriaceae__Fusarium__Fusarium graminearum	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
otu9	2	0	0	11	3	0	0	7	29	3	2	20	11	2	0	4	4	7	1	1	3	8	4	9	5	4	2	1	4	0	2	0	2	0	3	0	Eukaryota__Unclassified__Unclassified__Unclassified__Unclassified__Mitosporidium__Mitosporidium daphniae	-	-	-	-	-	-	-	Unassigned	-
otu137	0	3	8	5	9	16	6	4	0	15	0	1	1	3	0	13	6	4	3	7	3	4	2	6	8	2	0	0	5	7	4	2	0	1	2	0	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Unclassified__Paracoccidioides__Paracoccidioides lutzii	Paracoccidioides	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu119	0	10	2	0	0	6	2	4	0	1	7	10	3	7	4	0	7	2	0	5	0	15	0	5	18	0	4	0	4	2	20	0	0	2	2	7	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Phialophora__Phialophora attae	Phialophora	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Ericoid Mycorrhizal-Plant Pathogen-Wood Saprotroph	Facultative Yeast-Microfungus	NULL	Possible	Consult the current literature for updated names on this paraphyletic grouping that included the Black Yeasts, Dark Septate Endophytes, etc.	b'Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); de Hoog GS, et al. 2000. Mycoses 43:409-416 ((https://doi.org/10.1111/j.1439-0507.2000.00601.x)); Rinaldi AC, et al. 2008. Fungal Diversity 3:31-45 ((https://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as DSE); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu43	6	6	0	5	0	5	0	10	0	17	5	2	2	3	4	6	0	0	7	4	1	12	2	5	1	7	0	0	4	2	7	3	0	0	16	3	Eukaryota__Ascomycota__Sordariomycetes__Sordariales__Chaetomiaceae__Chaetomium__Chaetomium thermophilum	-	-	-	-	-	-	-	Unassigned	-
otu162	0	0	0	8	12	0	12	0	9	0	0	0	0	6	6	0	0	9	0	3	0	6	6	15	18	0	2	0	9	0	5	6	2	9	0	0	Eukaryota__Ascomycota__Schizosaccharomycetes__Schizosaccharomycetales__Schizosaccharomycetaceae__Schizosaccharomyces__Schizosaccharomyces japonicus	Schizosaccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	Fission yeast	b'Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); James TY, et al. 2006. Nature, 443:818-822 ((James TY, et al. 2006. Nature, 443, 818-822))'
otu47	2	18	0	6	4	2	1	10	4	6	3	6	1	1	5	6	2	7	0	2	7	3	0	5	3	3	4	2	4	1	1	2	7	3	2	3	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Ophiocordycipitaceae__Purpureocillium__Purpureocillium lilacinum	Purpureocillium	13	Pathotroph	Fungal Parasite	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu23	1	1	3	2	7	3	14	4	11	6	7	13	3	6	4	0	0	0	0	6	3	0	0	0	7	3	0	0	6	3	5	0	5	4	5	2	Eukaryota__Ascomycota__Sordariomycetes__Sordariales__Lasiosphaeriaceae__Podospora__Podospora anserina	Podospora	13	Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph	Microfungus	NULL	Possible	Endophyte detection method-culture (David et al. 2016)	b'Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)) (as litter saprotroph)'
otu92	0	14	3	1	0	3	0	0	0	4	7	1	1	0	0	4	7	0	1	15	8	4	1	5	14	0	0	0	1	0	11	0	0	15	6	5	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Nectriaceae__Fusarium__Fusarium verticillioides	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
otu63	1	2	0	0	0	1	0	1	0	0	0	6	1	0	2	2	9	0	0	7	4	7	0	2	63	0	11	0	0	2	0	0	0	0	6	0	Eukaryota__Ascomycota__Sordariomycetes__Ophiostomatales__Ophiostomataceae__Sporothrix__Sporothrix schenckii	Sporothrix	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Saprotroph-Soil Saprotroph	NULL	NULL	Probable	Endophyte detection method-culture (Dik et al. 1998); The fungal genus Sporothrix comprises a group of thermodimorphic pathogens that cause skin infections in humans and other mammals. Rose gardenerâ€™s disease (Sporotrichosis) occurs worldwide, with hyperendemic areas in Brazil, China, and South Africa (Rodrigues et al. 2016); The fungus lives throughout the world in soil and on plant matter such as sphagnum moss, rose bushes, and hay (www.cdc.gov)	b'Dik AJ, et al. 1998. European Journal of Plant Pathology 104:413-423 ((https://doi.org/10.1023/A:1008025416672)); Rodrigues AM, et al. 2016. PLoS Pathogens 12:e1005638 ((https://doi.org/10.1371/journal.ppat.1005638)); https://www.cdc.gov ((https://www.cdc.gov))'
otu56	2	13	0	2	0	2	14	7	0	3	4	7	0	2	1	3	5	5	2	2	4	0	2	0	0	7	0	0	11	0	4	0	0	0	11	0	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Unclassified__Paracoccidioides__Paracoccidioides brasiliensis	Paracoccidioides	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu7	10	0	4	2	0	0	0	3	0	10	0	4	4	0	0	0	1	0	1	11	9	5	4	3	7	6	0	7	7	0	0	0	0	8	0	4	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Glomerellaceae__Colletotrichum__Colletotrichum gloeosporioides	Colletotrichum	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu115	0	11	0	0	0	7	0	2	8	40	1	0	0	1	2	8	3	0	2	5	0	0	0	1	0	3	4	0	0	0	0	0	0	0	5	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Naumovozyma__Naumovozyma dairenensis	-	-	-	-	-	-	-	Unassigned	-
otu93	0	4	0	0	0	6	0	5	2	0	4	12	0	0	0	0	0	1	0	8	3	2	0	0	19	1	8	0	8	0	0	0	3	3	7	0	Eukaryota__Ascomycota__Sordariomycetes__Magnaporthales__Magnaporthaceae__Gaeumannomyces__Gaeumannomyces tritici	Gaeumannomyces	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu118	0	3	0	0	1	0	7	5	1	7	0	5	3	1	0	4	0	1	0	3	4	1	15	1	0	3	10	1	4	2	0	0	0	13	0	0	Eukaryota__Basidiomycota__Ustilaginomycetes__Ustilaginales__Ustilaginaceae__Anthracocystis__Anthracocystis flocculosa	Anthracocystis	13	Pathotroph	Plant Pathogen	Facultative Yeast	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu15	4	6	0	0	0	0	1	3	9	6	0	4	0	2	1	1	0	0	0	0	1	0	2	0	25	3	3	2	4	0	3	0	0	6	8	1	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Hypocreaceae__Trichoderma__Trichoderma reesei	Trichoderma	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Probable	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu140	0	10	0	0	1	10	3	0	0	0	2	4	0	5	0	0	0	0	0	17	0	1	0	12	23	0	0	0	0	3	0	0	0	0	1	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Pyrenophora__Pyrenophora tritici-repentis	Pyrenophora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu150	0	0	1	2	1	6	0	0	1	2	0	23	1	0	0	4	1	0	3	0	0	4	0	1	1	3	15	0	2	1	13	1	4	0	1	1	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Clavicipitaceae__Metarhizium__Metarhizium acridum	Metarhizium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu90	6	5	1	5	3	4	4	0	0	2	1	4	1	5	7	5	0	1	1	4	1	0	1	7	10	0	0	0	6	0	0	2	3	0	1	2	Eukaryota__Basidiomycota__Wallemiomycetes__Wallemiales__Unclassified__Wallemia__Wallemia ichthyophaga	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu88	1	0	0	6	0	0	7	0	0	0	0	8	3	1	4	2	1	0	7	0	1	0	0	35	0	3	10	1	1	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Fonsecaea__Fonsecaea nubica	Fonsecaea	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Dimorphic Yeast	NULL	Probable	Fonsecaea pedrosoi is soil-borne and the major etiological agent of chromoblastomycosis, a chronic disease that can affect immunocompetent hosts (Cunha et al. 2010)	b'Cunha MML, et al. 2010 ((https://doi.org/10.1186/1471-2180-10-80)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
otu141	0	1	0	0	0	0	0	1	13	0	0	0	8	0	0	0	1	0	8	0	13	0	0	21	18	0	0	0	0	0	0	0	5	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Arthrodermataceae__Nannizzia__Nannizzia gypsea	Arthrodermataceae	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Principally affecting mammals (including humans) - Colonies present in substrata containing keratin, such as soil and birds nests - Dermatophyte fungi, causing ringworm and tinea of keratinous tissue e.g. hair, nails, and skin - Anamorphorphs-Chrysosporium, Microsporum, Trichophyton (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu164	0	0	0	14	0	0	0	8	0	0	7	0	15	0	0	0	12	5	0	0	0	0	0	0	0	0	10	0	8	0	0	0	7	0	2	0	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Arthrodermataceae__Microsporum__Arthroderma otae	Arthroderma	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); https://www.cdc.gov ((https://www.cdc.gov))'
otu96	0	7	4	3	2	1	3	5	0	3	0	6	2	2	3	0	0	4	1	3	0	5	0	6	13	0	1	0	2	0	0	1	0	1	7	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala dermatitidis	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu127	0	4	0	1	0	2	4	7	2	1	6	4	2	0	2	0	1	1	6	4	6	7	0	2	6	1	5	0	4	0	1	2	0	0	0	3	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora immunda	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu26	1	2	2	0	2	1	5	2	2	2	1	2	1	0	1	0	8	0	1	10	0	6	1	6	2	6	3	0	1	0	3	2	1	5	0	1	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora psammophila	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu148	0	0	3	5	1	2	0	1	0	3	3	1	0	4	4	6	1	2	2	8	2	3	0	6	6	1	2	1	2	1	2	0	0	6	1	0	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Nectriaceae__Fusarium__Nectria haematococca	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
otu111	0	4	0	1	3	5	1	2	0	17	3	4	0	0	1	6	4	1	2	2	0	3	4	0	1	3	1	0	1	0	0	0	0	0	2	1	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Metschnikowiaceae__Metschnikowia__Metschnikowia bicuspidata	-	-	-	-	-	-	-	Unassigned	-
otu103	0	4	8	5	0	3	0	4	3	2	4	3	0	3	1	0	0	2	0	4	0	1	0	8	3	0	2	0	0	3	4	0	0	0	4	0	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Cordycipitaceae__Cordyceps__Cordyceps militaris	-	-	-	-	-	-	-	Unassigned	-
otu106	0	6	1	0	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	3	1	19	0	0	0	11	3	0	0	0	10	0	0	2	0	6	Eukaryota__Basidiomycota__Tremellomycetes__Tremellales__Cryptococcaceae__Cryptococcus neoformans species complex__Cryptococcus neoformans	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Dimorphic Yeast	NULL	Possible	NULL	b'Andrews JH, et al. 1983. Phytopathology 73:228-234 ((https://doi.org/10.1094/Phyto-73-228)); Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu122	0	8	4	3	0	2	0	0	2	0	3	0	2	6	2	0	0	0	1	0	0	0	1	0	7	4	0	0	0	0	9	5	0	0	3	3	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Plectosphaerellaceae__Verticillium__Verticillium alfalfae	Plectosphaerellaceae	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008)); List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))'
otu123	0	1	0	0	2	9	0	2	6	0	0	0	8	0	0	3	1	0	15	0	0	1	0	6	2	0	0	0	5	0	2	1	0	1	0	0	Eukaryota__Basidiomycota__Tremellomycetes__Tremellales__Cryptococcaceae__Cryptococcus gattii species complex__Cryptococcus gattii	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Dimorphic Yeast	NULL	Possible	NULL	b'Andrews JH, et al. 1983. Phytopathology 73:228-234 ((https://doi.org/10.1094/Phyto-73-228)); Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu114	0	1	1	0	1	6	1	0	2	0	5	2	1	2	3	2	1	2	2	4	4	1	3	3	1	1	1	2	2	0	0	1	3	4	0	2	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Metschnikowiaceae__Clavispora__Clavispora lusitaniae	Clavispora	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Laszlo I, Meyer W. 2015. Microbiology Australia 36:45-48 ((https://doi.org/10.1071/MA15017)); Laszlo I, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))'
otu36	24	9	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota__Basidiomycota__Wallemiomycetes__Wallemiales__Unclassified__Wallemia__Wallemia mellicola	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu165	0	0	0	10	5	5	0	4	0	0	0	11	0	0	0	10	0	0	0	0	0	0	0	0	0	4	5	0	2	0	2	0	0	0	3	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Trichocomaceae__Rasamsonia__Rasamsonia emersonii	Rasamsonia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
