OTUID	P6S2T2	P2S1T2	P3S1T3	P5S1T3	P6S2T3	P3S1T2	P1S2T3	P3S2T2	P5S2T1	P3S2T1	P2S1T1	P3S2T3	P5S2T2	P1S1T1	P4S1T3	P2S1T3	P4S1T1	P5S2T3	P1S1T2	P4S2T1	P2S2T1	P4S1T2	P6S1T2	P1S1T3	P4S2T3	P2S2T2	P4S2T2	P6S1T3	P1S2T1	P6S1T1	P2S2T3	P5S1T1	P6S2T1	P1S2T2	P3S1T1	P5S1T2	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
otu93	1	7	6	1	0	2	0	1	4	4	4	6	7	1	5	1	10	0	3	5	4	5	1	2	55	2	13	7	0	2	0	0	0	0	2	0	Eukaryota__Ascomycota__Sordariomycetes__Ophiostomatales__Ophiostomataceae__Sporothrix__Sporothrix schenckii	Sporothrix	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Saprotroph-Soil Saprotroph	NULL	NULL	Probable	Endophyte detection method-culture (Dik et al. 1998); The fungal genus Sporothrix comprises a group of thermodimorphic pathogens that cause skin infections in humans and other mammals. Rose gardenerâ€™s disease (Sporotrichosis) occurs worldwide, with hyperendemic areas in Brazil, China, and South Africa (Rodrigues et al. 2016); The fungus lives throughout the world in soil and on plant matter such as sphagnum moss, rose bushes, and hay (www.cdc.gov)	b'Dik AJ, et al. 1998. European Journal of Plant Pathology 104:413-423 ((https://doi.org/10.1023/A:1008025416672)); Rodrigues AM, et al. 2016. PLoS Pathogens 12:e1005638 ((https://doi.org/10.1371/journal.ppat.1005638)); https://www.cdc.gov ((https://www.cdc.gov))'
otu42	3	7	6	0	2	1	5	8	2	3	1	7	7	4	3	8	5	4	3	3	11	5	2	4	2	4	2	4	6	5	7	5	3	0	3	2	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus aculeatus	-	-	-	-	-	-	-	Unassigned	-
otu154	0	6	5	6	4	7	3	4	7	4	13	2	4	5	2	4	6	6	6	7	0	1	0	6	9	2	1	0	1	0	2	1	1	3	6	0	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Cordycipitaceae__Cordyceps__Cordyceps militaris	-	-	-	-	-	-	-	Unassigned	-
otu106	1	8	2	6	6	3	2	9	3	3	0	7	7	6	4	9	2	1	1	3	2	4	1	3	6	1	5	1	4	3	8	1	2	0	3	2	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Trichocomaceae__Rasamsonia__Rasamsonia emersonii	Rasamsonia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu56	2	6	0	2	5	1	9	8	3	0	0	4	6	2	4	0	4	3	7	6	1	1	4	0	3	6	8	5	1	0	4	5	6	0	10	2	Eukaryota__Basidiomycota__Wallemiomycetes__Wallemiales__Unclassified__Wallemia__Wallemia mellicola	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu7	2	7	5	2	7	11	4	5	0	6	3	0	6	1	11	5	4	4	3	1	3	1	1	5	4	1	1	0	0	7	2	1	1	8	6	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Candida__Candida dubliniensis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dimorphic Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	b'Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))'
otu150	0	1	13	4	0	0	1	7	0	4	0	8	5	16	0	0	0	0	8	0	8	0	0	11	1	22	8	0	0	0	0	0	0	2	0	9	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus terreus	-	-	-	-	-	-	-	Unassigned	-
otu85	3	6	4	0	0	3	7	9	2	10	0	2	4	3	3	0	6	3	5	5	6	5	2	9	6	1	0	3	5	0	2	1	3	2	5	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Capronia__Capronia epimyces	Capronia	13	Symbiotroph	Endophyte	Facultative Yeast	NULL	Highly Probable	Dark Septate Endophyte, known from plant roots.	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu49	2	4	1	5	2	10	6	3	6	0	8	3	5	5	1	1	4	3	3	6	7	3	3	3	3	1	3	2	8	3	0	2	3	3	0	2	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Metschnikowiaceae__Clavispora__Clavispora lusitaniae	Clavispora	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Laszlo I, Meyer W. 2015. Microbiology Australia 36:45-48 ((https://doi.org/10.1071/MA15017)); Laszlo I, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))'
otu168	0	14	1	0	0	10	0	2	0	46	1	1	0	1	4	7	3	0	3	6	1	3	0	4	1	4	3	0	0	0	1	0	0	0	5	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Naumovozyma__Naumovozyma dairenensis	-	-	-	-	-	-	-	Unassigned	-
otu189	0	4	3	6	1	4	5	1	1	5	3	4	2	6	1	0	0	0	3	1	3	3	0	2	22	5	8	0	0	0	7	2	2	2	6	6	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Plectosphaerellaceae__Verticillium__Verticillium alfalfae	Plectosphaerellaceae	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008)); List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))'
otu84	2	5	3	2	3	1	5	0	0	9	1	2	2	8	5	0	5	2	7	2	2	6	1	5	4	0	1	1	6	3	2	3	1	5	3	6	Eukaryota__Basidiomycota__Agaricomycetes__Agaricales__Schizophyllaceae__Schizophyllum__Schizophyllum commune	Schizophyllum	13	Saprotroph	Wood Saprotroph	NULL	White Rot	Highly Probable	NULL	b'Ahmada SS, Miles PG. 1970. Genetical Research 15:19-28 ((https://doi.org/10.1017/S0016672300001336))'
otu183	0	7	3	6	1	5	2	7	0	2	5	9	2	0	3	0	5	1	6	3	6	8	0	7	8	3	3	0	2	0	2	2	0	1	0	1	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora immunda	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu186	0	7	3	2	1	17	2	7	0	4	5	3	2	1	10	0	3	0	0	0	3	1	0	6	13	1	0	0	2	8	3	0	1	0	4	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Bipolaris__Bipolaris sorokiniana	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu162	0	5	3	1	3	7	0	3	0	25	3	5	0	0	2	11	5	1	2	2	1	1	0	2	9	4	3	0	1	0	2	0	1	3	3	1	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Metschnikowiaceae__Metschnikowia__Metschnikowia bicuspidata	-	-	-	-	-	-	-	Unassigned	-
otu148	0	8	2	8	3	1	5	5	2	2	0	5	1	3	3	1	2	4	4	3	0	11	0	6	9	4	4	0	3	0	0	1	0	2	3	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala dermatitidis	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu156	0	4	0	2	4	1	6	7	0	3	1	5	3	1	2	2	0	1	4	4	4	3	1	3	13	0	0	4	8	2	5	4	0	6	0	2	Eukaryota__Chytridiomycota__Chytridiomycetes__Rhizophydiales__Unclassified__Batrachochytrium__Batrachochytrium dendrobatidis	Batrachochytrium	13	Pathotroph	Animal Pathogen	Microfungus	NULL	Probable	Chytridiomycosis responsible for amphibian die-off	b'Fisher MC, et al. 2012. Nature 484:186-194 ((https://doi.org/10.1038/nature10947)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu141	1	1	0	2	0	8	0	4	0	0	1	7	13	8	3	3	5	3	0	9	4	5	2	6	0	0	0	3	4	4	4	0	1	0	0	1	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Unclassified__Coccidioides__Coccidioides posadasii	Coccidioides	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Facultative Yeast	NULL	Highly Probable	Human pathogen causing valley fever (coccidioidomycosis-www.cdc.gov)	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
otu88	1	6	4	0	4	7	1	5	2	7	5	4	1	1	8	2	3	0	0	8	2	4	2	5	7	3	1	2	1	0	2	1	0	0	1	1	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Bipolaris__Bipolaris victoriae	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu191	0	5	0	7	0	3	1	4	0	0	6	0	0	1	1	7	5	5	2	7	14	8	0	5	1	2	2	0	0	0	4	0	0	0	2	0	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Nectriaceae__Fusarium__Fusarium pseudograminearum	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
otu137	5	14	0	4	0	0	3	6	4	0	3	3	4	0	0	0	1	0	7	3	3	0	0	6	10	0	0	0	0	0	0	0	3	5	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Arthrodermataceae__Nannizzia__Nannizzia gypsea	Arthrodermataceae	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Principally affecting mammals (including humans) - Colonies present in substrata containing keratin, such as soil and birds nests - Dermatophyte fungi, causing ringworm and tinea of keratinous tissue e.g. hair, nails, and skin - Anamorphorphs-Chrysosporium, Microsporum, Trichophyton (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu43	1	2	2	3	0	3	1	6	0	1	1	2	14	2	0	0	2	1	6	6	3	3	0	2	1	0	1	0	6	1	0	3	2	0	1	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Phaffomycetaceae__Wickerhamomyces__Wickerhamomyces ciferrii	Wickerhamomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	NULL	b'Kurtzman CP, et al. 2008. FEMS Yeast Research 8:939-954 ((https://doi.org/10.1111/j.1567-1364.2008.00419.x))'
otu201	0	0	8	8	2	0	5	0	4	7	0	10	4	0	5	0	0	0	2	0	3	4	0	7	4	0	2	0	0	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Arthrodermataceae__Trichophyton__Trichophyton benhamiae	Trichophyton	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu170	0	4	0	7	0	3	4	0	1	0	1	6	1	0	0	0	5	1	6	2	1	5	0	1	0	2	1	0	4	3	8	1	0	1	1	4	Eukaryota__Basidiomycota__Malasseziomycetes__Malasseziales__Malasseziaceae__Malassezia__Malassezia sympodialis	Malassezia	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Probable	A lipid-dependent fungus growing on the sebaceous areas of human skin that may cause or exacerbate several skin diseases (Pityrosporum is a synonym that has been used for the yeast forms)	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Findley K, et al. 2013. Nature 498:367-370 ((https://doi.org/10.1038/nature12171))'
otu60	1	7	3	1	3	5	3	4	0	6	2	6	2	2	0	2	1	2	2	0	7	0	0	2	0	2	1	2	2	1	0	1	0	0	3	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala spinifera	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu178	0	5	0	2	4	0	2	2	1	5	1	2	0	7	3	1	2	3	4	2	4	2	0	3	2	4	0	0	4	0	1	0	0	0	5	2	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Tetrapisispora__Tetrapisispora blattae	-	-	-	-	-	-	-	Unassigned	-
otu104	1	3	0	3	1	3	5	5	5	1	0	0	1	0	0	4	1	2	1	0	3	0	3	2	5	4	2	5	3	0	0	5	0	2	1	0	Eukaryota__Basidiomycota__Ustilaginomycetes__Ustilaginales__Ustilaginaceae__Ustilago__Ustilago maydis	Ustilago	13	Pathotroph	Plant Pathogen	Facultative Yeast-Smut	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu195	0	3	2	0	0	0	0	6	0	5	0	4	11	0	0	0	0	0	1	1	0	1	0	10	0	0	8	0	7	0	0	0	5	0	0	4	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus bombycis	-	-	-	-	-	-	-	Unassigned	-
otu182	0	3	3	2	0	1	4	1	1	1	2	6	8	1	0	0	3	2	1	4	0	1	1	7	0	1	1	3	2	2	1	3	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala oligosperma	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu99	2	1	1	1	1	4	1	7	1	1	3	3	1	0	2	1	0	2	2	1	0	5	3	0	5	3	0	1	2	1	4	0	2	0	1	1	Eukaryota__Basidiomycota__Tremellomycetes__Tremellales__Cryptococcaceae__Kwoniella__Kwoniella dejecticola	-	-	-	-	-	-	-	Unassigned	-
otu153	0	8	2	0	0	0	0	0	0	4	6	5	2	0	0	0	0	0	0	0	9	0	0	10	3	0	0	0	8	0	0	0	0	0	1	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Candida__Candida orthopsilosis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dimorphic Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	b'Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))'
otu169	0	2	2	1	0	0	2	3	1	2	2	0	1	1	1	1	0	1	4	4	0	8	2	5	3	2	6	0	2	0	0	0	0	0	2	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Rhinocladiella__Rhinocladiella mackenziei	Rhinocladiella	13	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Facultative Yeast	Soft Rot	Probable	NULL	b'Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu23	1	3	0	3	1	0	1	3	4	2	3	1	3	0	0	1	2	2	2	2	0	1	6	1	1	0	3	1	1	2	0	1	0	4	2	1	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Plectosphaerellaceae__Verticillium__Verticillium dahliae	Plectosphaerellaceae	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008)); List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))'
otu205	0	0	2	0	1	4	0	1	3	1	2	2	0	0	1	1	5	0	1	5	2	7	0	4	12	0	0	0	3	0	0	0	0	0	0	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Pyrenophora__Pyrenophora teres	Pyrenophora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu138	4	0	0	4	0	4	0	0	2	3	1	1	2	3	0	1	1	0	5	0	0	1	0	3	6	0	2	0	2	0	0	1	7	0	2	0	Eukaryota__Ascomycota__Pneumocystidomycetes__Unclassified__Pneumocystidaceae__Pneumocystis__Pneumocystis jirovecii	Pneumocystis	13	Pathotroph	Animal Pathogen	NULL	NULL	Highly Probable	Opportunistic human pathogen	b'Bowman BH, et al. 1992. Molecular Biology and Evolution 9:893-904 ((https://doi.org/10.1093/oxfordjournals.molbev.a040766))'
otu187	0	2	0	1	0	4	4	2	1	2	3	4	3	5	1	1	4	1	1	3	2	0	0	2	2	0	4	0	1	0	0	0	0	2	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Fonsecaea__Fonsecaea multimorphosa	Fonsecaea	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Dimorphic Yeast	NULL	Probable	Fonsecaea pedrosoi is soil-borne and the major etiological agent of chromoblastomycosis, a chronic disease that can affect immunocompetent hosts (Cunha et al. 2010)	b'Cunha MML, et al. 2010 ((https://doi.org/10.1186/1471-2180-10-80)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
otu69	1	0	2	3	2	2	0	0	2	0	1	5	2	1	0	3	2	2	0	4	2	5	1	0	2	1	1	1	0	1	2	1	1	3	0	1	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Eremothecium__Eremothecium cymbalariae	Eremothecium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu124	1	1	1	0	2	5	0	1	0	1	1	3	3	1	3	2	1	2	0	3	1	1	2	1	3	0	1	1	4	1	2	1	1	0	1	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora carrionii	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu18	3	0	1	2	0	1	0	1	0	0	1	2	3	3	1	1	1	0	2	3	3	7	0	3	4	6	0	1	1	1	0	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala mesophila	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu202	0	0	1	3	1	5	5	0	0	4	0	5	2	0	2	2	0	0	0	1	1	0	0	2	4	0	3	0	3	2	0	0	4	0	1	0	Eukaryota__Ascomycota__Pneumocystidomycetes__Unclassified__Pneumocystidaceae__Pneumocystis__Pneumocystis carinii	Pneumocystis	13	Pathotroph	Animal Pathogen	NULL	NULL	Highly Probable	Opportunistic human pathogen	b'Bowman BH, et al. 1992. Molecular Biology and Evolution 9:893-904 ((https://doi.org/10.1093/oxfordjournals.molbev.a040766))'
otu135	1	2	0	0	2	0	1	4	0	5	0	1	2	3	0	3	0	1	2	2	1	0	0	3	3	3	0	1	4	1	1	0	0	0	1	1	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora yegresii	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu190	0	1	0	0	5	0	4	0	4	0	2	0	0	0	0	0	0	4	0	1	0	0	4	3	0	0	0	0	2	0	0	9	7	0	0	2	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Scheffersomyces__Scheffersomyces stipitis	Scheffersomyces	13	Saprotroph-Symbiotroph	Animal Endosymbiont-Undefined Saprotroph	Yeast	NULL	Highly Probable	Often associated with insects	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu161	0	2	4	0	0	0	1	0	3	0	0	3	0	3	0	1	0	0	0	2	1	4	0	1	13	0	0	0	0	0	2	0	0	0	3	2	Eukaryota__Basidiomycota__Malasseziomycetes__Malasseziales__Malasseziaceae__Malassezia__Malassezia pachydermatis	Malassezia	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Probable	A lipid-dependent fungus growing on the sebaceous areas of human skin that may cause or exacerbate several skin diseases (Pityrosporum is a synonym that has been used for the yeast forms)	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Findley K, et al. 2013. Nature 498:367-370 ((https://doi.org/10.1038/nature12171))'
otu199	0	0	1	7	0	0	3	0	2	1	0	5	4	0	3	0	1	0	0	3	1	0	0	1	0	0	0	4	0	0	0	0	2	0	4	2	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Arthrodermataceae__Trichophyton__Trichophyton verrucosum	Trichophyton	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu108	1	1	0	0	0	6	0	4	0	3	2	3	0	0	3	4	3	0	0	2	0	0	1	0	1	1	0	0	1	3	0	0	0	0	4	1	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Hyphopichia__Hyphopichia burtonii	-	-	-	-	-	-	-	Unassigned	-
otu129	3	3	3	1	1	5	0	2	3	1	0	4	0	4	1	0	0	0	0	0	1	2	0	3	1	0	0	0	2	0	4	0	0	0	0	0	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus flavus	-	-	-	-	-	-	-	Unassigned	-
otu151	0	1	0	0	0	2	0	2	0	2	2	0	1	0	2	4	1	0	0	1	3	0	1	0	2	1	0	1	3	0	2	0	0	1	8	0	Eukaryota__Unclassified__Unclassified__Unclassified__Nosematidae__Nosema__Nosema ceranae	-	-	-	-	-	-	-	Unassigned	-
